id,name,slug,price,original_price,images,description,detailed_description,colors,is_featured,show_in_office,is_molded,is_ceo_chair,is_gaming_chair,is_dining_chair,is_visitor_sofa,is_study_chair,is_outdoor_furniture,is_folding_furniture,category_id,subcategory_id,created_at
00e1e1c0-8e1d-44c7-9686-c29c84ed9ab4,RK-204 Transparent Plastic Chair – Modern Elegance,rk-204-transparent-plastic-chair-modern-elegance,6800,7800,"[""https://utqpkukuvsecwgnsprfs.supabase.co/storage/v1/object/public/product-images/products/rk-204-transparent-plastic-chair-modern-elegance-1759534758966.png"",""https://utqpkukuvsecwgnsprfs.supabase.co/storage/v1/object/public/product-images/products/rk-204-transparent-plastic-chair-modern-elegance-1759534758966.png""]","🪑 RK-204 Transparent Plastic Chair – Modern Elegance Features ✅ Clear molded plastic seat for a modern look✅ Strong wooden legs with black metal cross-support✅ Lightweight and easy to move✅ Durable build for long-lasting use✅ Perfect for dining, study, and café spaces Specifications Model No.: RK-204 Material: Transparent Molded Plastic Frame: Solid Wooden Legs + Metal Support Colors: Clear Transparent Size: Standard chair height Use: Dining, Home, Office, Café, Study Why RK Enterprises ✨ Premium Quality✨ Affordable Price✨ Wide Furniture Range✨ Trusted Brand in Karachi Contact &amp; Links 📞 0345-3593470 | 0331-2142040📍 Shop #G23, Panama Centre, Sir Shah Suleman Road, Near Esa Nagri, Hassan Square, Gulshan-e-Iqbal, Block 13D, Karachi 🌐 Website: www.Rkenterpriseshub.com📘 Facebook: [Link: facebook.com/RKEnterprisesOfficialPK (https://facebook.com/RKEnterprisesOfficialPK)]📸 Instagram: [Link: instagram.com/r.kenterprisesfurniture (https://instagram.com/r.kenterprisesfurniture)]💬 WhatsApp: wa.me/923453593470▶️ YouTube: [Link: R.K Enterprises (https://www.youtube.com/@R.kEnterprises)]",,"[""Black"",""Grey"",""Blue""]",false,true,true,false,false,true,false,false,false,false,1f3162b2-b073-4699-adc5-69521edf2565,03825077-ea9c-4ff0-866f-c3db11920880,2025-10-07 12:53:35.648253+00
02941cdf-e578-44dd-a4dd-5fa27d946ba2,🪑 RK Enterprises – Black Padded Folding Chair,rk-enterprises-black-padded-folding-chair,7500,9500,"[""https://utqpkukuvsecwgnsprfs.supabase.co/storage/v1/object/public/product-images/products/rk-enterprises-black-padded-folding-chair-1759535055819.jpeg""]","🪑 RK Enterprises – Black Padded Folding Chair ✅ Product Description: The RK Enterprises Black Padded Folding Chair is designed for comfort, durability, and easy storage. With a sturdy metal frame and padded seat &amp; backrest, it provides a premium seating experience for offices, events, meetings, and home use. Frame: Heavy-duty black steel for strength &amp; stability Seat &amp; Backrest: Cushioned with high-quality foam and upholstered in black leatherette Design: Space-saving folding mechanism for easy storage &amp; transport Portability: Lightweight yet durable, perfect for indoor &amp; outdoor use Comfort: Round padded seat and ergonomic back support for long sitting hours 📏 Dimensions (Approx.): Height: 30–32 inches Seat Width: 16–18 inches Seat Depth: 16 inches Folded Thickness: 2–3 inches 🌟 Key Features: ✅ Strong &amp; Durable – Long-lasting metal frame✅ Space-Saving – Foldable, stackable design✅ Comfortable – Cushioned seat &amp; backrest✅ Multi-Purpose – Ideal for events, offices, schools, and homes✅ Easy Maintenance – Wipe-clean surface 📍 Contact Us: 📞 0345-3593470 | 0331-2142040🏢 Shop #G23, Panama Centre, Sir Shah Suleman Road, Near Esa Nagri, Hassan Square, Gulshan-e-Iqbal, Block 13D, Karachi🌐 www.RKenterpriseshub.com📘 [Link: facebook.com/RKEnterprisesOfficialPK (https://www.facebook.com/RKEnterprisesOfficialPK)]📸 [Link: instagram.com/r.kenterprisesfurniture (https://instagram.com/r.kenterprisesfurniture)]💬 wa.me/923453593470",,"[""Black"",""Grey"",""Blue""]",false,false,false,false,false,false,false,false,false,false,69109c18-45a8-471c-95fb-30ac08a98f6c,e0cb6ca5-7171-47f6-8bed-3fb4b1a0815f,2025-10-07 12:53:35.648253+00
06a486d6-5083-487f-98c5-0134c15e2a00,"🪑 Model RK-10 – 3-Seater Waiting Bench for Offices, Hospitals & Public Spaces",model-rk-10-four-seater-waiting-bench-for-offices-hospitals-and-public-spaces,21500,25000,"[""https://utqpkukuvsecwgnsprfs.supabase.co/storage/v1/object/public/product-images/products/visitor-benches-1759534855922.jpeg""]","🪑 Model RK-10 – 3-Seater Waiting Bench for Offices, Hospitals &amp; Public Spaces Overview RK Enterprises introduces the Model RK-10 Four-Seater Waiting Bench, designed for maximum comfort, durability, and space efficiency. With a heavy-duty steel frame and premium molded plastic seats, this bench is perfect for hospitals, clinics, schools, offices, and public waiting areas across Karachi and Pakistan. --- ✅ Key Features - Heavy-Duty Steel Frame – Provides long-lasting strength and stability. - Four-Seater Design – Space-saving seating solution for busy waiting areas. - Comfortable Seating – Ergonomic molded plastic seats with smooth finish. - Modern Professional Look – Stylish design that enhances any reception or lobby. - Easy to Maintain – Water-resistant material, quick to clean, and scratch-resistant. - Multiple Color Options – Available in Blue, Black, Grey, and Beige. --- 📐 Specifications - Model: RK-10 - Type: Four-Seater Waiting Bench - Material: Premium Steel Frame + High-Quality Molded Plastic Seats - Color Options: Blue, Black, Grey, Beige - Brand: RK Enterprises (Feel the Comfort) --- 🎯 Applications - 🏥 Hospitals &amp; Clinics – Patient and visitor seating in waiting areas. - 🏢 Corporate Offices – Reception and visitor waiting lounges. - 🏫 Schools &amp; Universities – Corridor seating and admin offices. - 🚌 Public Spaces – Bus stations, railway stations, and government offices. - 🏠 Residential – Lobby, basement, or study area seating. --- 💡 Why Choose RK Enterprises? RK Enterprises is a trusted furniture brand in Karachi, providing premium-quality waiting benches for offices, hospitals, and institutions. With RK-10, you get: - Strong &amp; durable build quality - Long-lasting comfort and usability - Affordable price with professional design - Direct supply from Karachi factory outlet --- 📦 Order Now Upgrade your waiting area with the RK-10 Four-Seater Waiting Bench. 📞 Contact: 0345-3593470 | 0331-2142040 📍 Showroom: Shop #G23, Panama Centre, Sir Shah Suleman Road, Near Essa Nagri, Hassan Square, Gulshan-e-Iqbal, Block 13D, Karachi 🌐 Website: www.rkenterpriseshub.com 📘 Facebook: facebook.com/RKEnterprisesOfficialPK 📸 Instagram: instagram.com/r.kenterprisesfurniture 💬 WhatsApp: wa.me/923453593470",,"[""Black"",""Grey"",""Blue""]",true,true,false,false,false,false,true,false,false,false,de3ff3d7-3f1a-4bd9-80ea-1389b8e2a5f6,f10e756f-3d3d-4057-80a9-0f1e84d14919,2025-10-07 12:53:35.648253+00
10f695f9-f89f-467d-9999-5b5f041d2884,🪑 Executive Mesh Visitor Chair – Model RK-351,executive-mesh-visitor-chair-model-rk-351,18500,220000,"[""https://utqpkukuvsecwgnsprfs.supabase.co/storage/v1/object/public/product-images/products/executive-mesh-visitor-chair-model-rk-351-1759534866051.png""]","🪑 Executive Mesh Visitor Chair – Model RK-351 ✅ Breathable Mesh Back &amp; Seat – Ensures ventilation and comfort during long sitting hours.✅ Sleek Chrome Cantilever Frame – Strong, stable, and corrosion-resistant.✅ Padded Armrests with Chrome Finish – Adds comfort and a premium executive look.✅ Ergonomic Slim Profile – Promotes natural posture while saving space.✅ Modern Professional Design – Perfect for boardrooms, offices, and reception areas.✅ Non-Slip Floor Caps – Protects floors from scratches and keeps the chair stable. 📏 Dimensions: Standard executive visitor chair size.🎨 Color: Black mesh with chrome frame.🏢 Best For: Offices, conference rooms, receptions, and executive meeting spaces. 📞 Contact: 0345-3593470 | 0331-2142040📍 Address: Shop #G23, Panama Centre, Sir Shah Suleman Road, Near Esa Nagri, Hassan Square, Gulshan-e-Iqbal, Block 13D, Karachi🌐 Website: www.Rkenterpriseshub.com📘 Facebook: [Link: facebook.com/RKEnterprisesOfficialPK (https://www.facebook.com/RKEnterprisesOfficialPK)]📸 Instagram: [Link: instagram.com/r.kenterprisesfurniture (https://www.instagram.com/r.kenterprisesfurniture)]💬 WhatsApp: wa.me/923453593470",,"[""Black"",""Grey"",""Blue""]",false,true,false,false,false,false,false,false,false,false,e0c4796d-ce73-47df-8b1d-56308c07ed02,ac812c98-d8aa-4833-9dd7-6224422206af,2025-10-07 12:53:35.648253+00
114c912a-075b-47a1-bcf7-3103aa69b5d9,Bar Stool 601,bar-stool-601,10500,14500,"[""https://utqpkukuvsecwgnsprfs.supabase.co/storage/v1/object/public/product-images/products/bar-stool-601-1759534653626.png""]","🪑 RK Bar Stool – Model 601 ✅ Product Type: Modern Adjustable Bar Stool✅ Model Number: RK-601✅ Seat Material: Black cushioned leatherette✅ Frame Material: High-quality chrome steel✅ Base: Round polished chrome pedestal base✅ Height: Adjustable via side lever✅ Footrest: Ergonomic chrome support bar✅ Design: Minimalist curve seat with sleek edges✅ Usage: Ideal for kitchen counters, bar counters, reception desks, and cafes✅ Assembly: Quick and easy setup 📞 For Orders &amp; Inquiries:Call/WhatsApp: 0345-3593470 | 0331-2142040📍 Visit Us: Shop #G23, Panama Centre, Sir Shah Suleman Road, Near Esa Nagri, Hassan Square, Gulshan-e-Iqbal, Block 13D, Karachi🌐 Website: [Link: www.Rkenterpriseshub.com (http://www.Rkenterpriseshub.com)]📘 Facebook: [Link: facebook.com/RKEnterprisesOfficialPK (https://facebook.com/RKEnterprisesOfficialPK)]📸 Instagram: [Link: instagram.com/r.kenterprisesfurniture (https://instagram.com/r.kenterprisesfurniture)]💬 WhatsApp Chat: wa.me/923453593470",,"[""Black"",""Grey"",""Blue""]",true,true,false,false,false,false,false,false,false,false,1f3162b2-b073-4699-adc5-69521edf2565,01ae3e50-a7d6-475f-9206-1ddedb9d6362,2025-10-07 12:53:35.648253+00
1152eab4-b5c0-4b07-a896-5ca9282d6942,🪑 RK-202 Plastic Arm Chair – Modern & Elegant,rk-202-plastic-arm-chair-modern-and-elegant,9500,12500,"[""https://utqpkukuvsecwgnsprfs.supabase.co/storage/v1/object/public/product-images/products/rk-202-plastic-arm-chair-modern-and-elegant-1759534728999.png""]","🪑 Detailed Description Product Name RK Modern Arm Dining Chair – Black Model Number RK-DC002 Key Features ✅ Ergonomic Design – Wide seat with armrests for maximum comfort. ✅ Durable Material – High-quality PP plastic seat in matte black finish. ✅ Stylish Wooden Legs – Solid beechwood legs with black cross-metal support for extra stability. ✅ Comfort &amp; Support – Curved backrest and integrated armrests improve posture. ✅ Versatile Use – Ideal for home dining, office lounge, study, or café seating. ✅ Weight Capacity – Supports up to 120 kg. ✅ Low Maintenance – Easy to clean and long-lasting. Dimensions (Approx.) Height: 32 inches Seat Height: 17 inches Seat Width: 20 inches (with arms) Depth: 17 inches Available Colors Black White Grey Ideal For Dining Rooms Cafés &amp; Restaurants Offices &amp; Study Spaces Waiting Areas 📞 Contact Us: 0345-3593470 | 0331-2142040🏠 Address: Shop #G23, Panama Centre, Sir Shah Suleman Road, Near Esa Nagri, Hassan Square, Gulshan-e-Iqbal, Block 13D, Karachi🌐 Website: www.Rkenterpriseshub.com📘 Facebook: facebook.com/RKEnterprisesOfficialPK📷 Instagram: instagram.com/r.kenterprisesfurniture💬 WhatsApp: wa.me/923453593470",,"[""Black"",""Grey"",""Blue""]",false,false,false,false,false,true,false,false,false,false,1f3162b2-b073-4699-adc5-69521edf2565,03825077-ea9c-4ff0-866f-c3db11920880,2025-10-07 12:53:35.648253+00
13216890-b54e-4aaf-bcad-6031c3d847bc,Model 702 – Fancy Padded Bar Stool,model-702-fancy-padded-bar-stool,12800,16500,"[""https://utqpkukuvsecwgnsprfs.supabase.co/storage/v1/object/public/product-images/products/model-702-fancy-padded-bar-stool-1759534671879.jpeg""]","🪑 Model 702 – Fancy Padded Bar Stool 
✅ Product Features: Design: Elegant high-back design with integrated arm curves for a premium look Upholstery: Soft, black PU leather with vertical stitched detailing Comfort: Thick cushioned seat and backrest for all-day comfort Functionality: 360° swivel with smooth gas-lift height adjustment Footrest: Built-in chrome foot support for relaxed seating Base: Wide, polished chrome base with non-slip rubber protection Application: Ideal for kitchen islands, bar counters, reception lounges, and cafes 
📏 Specifications: Model Code: 702 Adjustable Height: 22"" – 32"" Total Height: Up to 44"" Seat Width: Approx. 18 inches Backrest Height: 14 inches Base Diameter: 15 inches Weight Capacity: Up to 120 kg Net Weight: Approx. 7.5 kg 
📞 Order Now – RK ENTERPRISES
 📱 0345-3593470 | 0331-2142040
📍 Shop #G23, Panama Centre, Sir Shah Suleman Road, Hassan Square, Gulshan-e-Iqbal, Block 13D, Karachi",,"[""Black"",""Grey"",""Blue""]",true,true,false,false,false,true,false,false,false,false,e0c4796d-ce73-47df-8b1d-56308c07ed02,95a48fbb-540a-4812-af7b-f028d281492e,2025-10-07 12:53:35.648253+00
15b186fa-c8d7-4603-876d-e26aebd17816,RK-A302 – Double seater-Auditorium & Lecture Hall Chair,rk-a302-double-seater-auditorium-lecture-hall-chair-370052,85000,95000,"[""https://utqpkukuvsecwgnsprfs.supabase.co/storage/v1/object/public/product-images/products/pasted-image-1760183157378-1760183158248.png"",""https://utqpkukuvsecwgnsprfs.supabase.co/storage/v1/object/public/product-images/products/img-20251010-wa00901-1760183264527.jpg""]","RK-A302 – Double seater-Auditorium & Lecture Hall Chair | Comfort • Durability • Design  

✅ Premium cushioned seat and backrest for long-term sitting comfort  
✅ Wooden armrests with integrated writing pad for lectures or conferences  
✅ Foldable seat with noiseless spring mechanism for neat alignment  
✅ Strong metal frame with floor-mounting legs for extra stability  
✅ Durable fabric upholstery with elegant dual-tone finish  
✅ Ideal for auditoriums, seminar halls, universities, and training centers  
✅ Designed by RK ENTERPRISES – Quality Seating Solutions in Karachi  

📍 Ideal For:
Auditoriums | Lecture Halls | Conference Rooms | Cinema-Style Seating  

📞 Contact:
0345-3593470 | 0331-2142040  

🏬 Address:
Shop # G-23, Panama Centre, Sir Shah Suleman Road, Near Essa Nagri, Hassan Square, Gulshan-e-Iqbal Block 13-D, Karachi  
","RK-A302 – Double seater-Auditorium & Lecture Hall Chair | Comfort • Durability • Design  

✅ Premium cushioned seat and backrest for long-term sitting comfort  
✅ Wooden armrests with integrated writing pad for lectures or conferences  
✅ Foldable seat with noiseless spring mechanism for neat alignment  
✅ Strong metal frame with floor-mounting legs for extra stability  
✅ Durable fabric upholstery with elegant dual-tone finish  
✅ Ideal for auditoriums, seminar halls, universities, and training centers  
✅ Designed by RK ENTERPRISES – Quality Seating Solutions in Karachi  

📍 Ideal For:
Auditoriums | Lecture Halls | Conference Rooms | Cinema-Style Seating  

📞 Contact:
0345-3593470 | 0331-2142040  

🏬 Address:
Shop # G-23, Panama Centre, Sir Shah Suleman Road, Near Essa Nagri, Hassan Square, Gulshan-e-Iqbal Block 13-D, Karachi  
",[],false,true,false,false,false,false,false,false,false,false,e0c4796d-ce73-47df-8b1d-56308c07ed02,bf47b037-eaa0-4a42-a178-2b9985e376e2,2025-10-11 11:49:30.430887+00
16ece00a-49ad-4170-8460-b703275509fd,RK Modern Dining Chair – Wooden Legs & Plastic Seat,rk-modern-dining-chair-wooden-legs-and-plastic-seat,4800,6500,"[""https://utqpkukuvsecwgnsprfs.supabase.co/storage/v1/object/public/product-images/products/rk-modern-dining-chair-wooden-legs-and-plastic-seat-1759534690115.png""]","Product Detailed Description (For One Chair) 
🔹 Product Name RK Modern Dining Chair – Wooden Legs &amp; Plastic Seat 
🔹 Model Number RK-DC001 
🔹 Key Features 
✅ Premium Quality Material – Durable PP plastic seat with ergonomic design for long sitting comfort.
 ✅ Stylish Wooden Legs – Strong beechwood legs with black metal cross-support for stability.
 ✅ Modern Minimalist Design – Perfect for dining, office, study, or café setup.
 ✅ Comfortable Seating – Smooth curved backrest for better posture. 
✅ Easy to Maintain – Water-resistant, easy to clean surface.
 ✅ Weight Capacity – Supports up to 120 kg. 
🔹 Dimensions (Approx.) Height: 32 inches Seat Height: 17 inches Seat Width: 18 inches Depth: 16 inches 🔹 Available Colors White Black Grey 
🔹 Ideal For Dining Table Sets Cafés &amp; Restaurants Office Waiting Areas Home &amp; Study Use 📞 Contact Us: 0345-3593470 | 0331-2142040
",,"[""Black"",""Grey"",""Blue""]",true,false,false,false,false,true,false,false,true,false,1f3162b2-b073-4699-adc5-69521edf2565,03825077-ea9c-4ff0-866f-c3db11920880,2025-10-07 12:53:35.648253+00
1bdf6107-f021-49d5-b3ce-7d09d7823599,Model-675 – Premium Padded Bar Stool,model-675-premium-padded-bar-stool,10500,14500,"[""https://utqpkukuvsecwgnsprfs.supabase.co/storage/v1/object/public/product-images/products/model-675-premium-padded-bar-stool-1759534663339.jpeg""]","🪑 Model-675 – Premium Padded Bar Stool ✅ Elegant Modern Design – Sleek black leatherette padding with a curved cushioned backrest and thick seat for stylish comfort.✅ Comfort Focused – Ergonomically shaped back and soft seat cushion reduce fatigue even after long sitting sessions.✅ Strong Metal Frame – Black powder-coated pedestal base for durability, stability, and rust resistance.✅ 360° Swivel &amp; Adjustable Height – Smooth height lift and rotation function for flexible seating at bar, kitchen island, or counter.✅ Footrest Ring – Built-in circular footrest ensures relaxed posture.✅ Perfect for: Home kitchens, bars, restaurants, and lounges. Approximate Dimensions: Seat Height: Adjustable (Approx. 23"" to 31"") Seat Width: 17"" Backrest Height: 12"" Base Diameter: 16"" 📞 Contact Us📱 0345-3593470 | 0331-2142040📍 Shop #G23, Panama Centre, Sir Shah Suleman Road, Near Esa Nagri, Hassan Square, Gulshan-e-Iqbal, Block 13D, Karachi🌐 [Link: www.Rkenterpriseshub.com (http://www.Rkenterpriseshub.com)]📘 [Link: Facebook (https://facebook.com/RKEnterprisesOfficialPK)] | 📸 [Link: Instagram (https://instagram.com/r.kenterprisesfurniture)] | 💬 WhatsApp",,"[""Black"",""Grey"",""Blue""]",true,true,false,false,false,true,true,true,false,false,1f3162b2-b073-4699-adc5-69521edf2565,01ae3e50-a7d6-475f-9206-1ddedb9d6362,2025-10-07 12:53:35.648253+00
